#,chapter_number,chapter_title,section_number,section_title,lo_id,lo_title,lo_description,section_page_folio
1,I,Introduction,I.1,Why Study Psychology?,I.1.1,Explain how studying psychology will help you in your personal and professional life,"Two broad categories of learning relate to content (that is, the subject matter) and skills. Psychology students learn a variety of skills during their studies, including research skills, critical thinking skills, cultural awareness skills, communication skills, and personal skills. All of these can be useful at work or in your personal life. The study of psychology will also prepare you for many potentially rewarding careers. Some of those exist within the field of psychology, but the skills learned in a psychology degree can also be applied to a wide range of other career paths.",4
263,15,Therapies,15.1,The Origins and Effectiveness of Psychotherapy,15.1.2,Describe the main elements of psychoanalysis,"Freud developed psychoanalysis—the first psychotherapy—leading to modern psychodynamic therapies. Core elements include free association, dream analysis, and analysis of resistance and transference to produce health-promoting insights.",474
264,15,Therapies,15.1,The Origins and Effectiveness of Psychotherapy,15.1.3,Outline five characteristics that distinguish different psychotherapies,Therapies may be insight- or action-oriented; directive or non-directive; open-ended or time-limited; delivered to individuals or groups; and conducted face-to-face or at a distance (phone/Internet).,474
265,15,Therapies,15.1,The Origins and Effectiveness of Psychotherapy,15.1.4,Name four features of effective psychotherapy,"Effectiveness depends on client characteristics, therapist characteristics, the therapeutic alliance, and the nature of the presenting problem.",474
266,15,Therapies,15.2,Behavior Therapies,15.2.1,Describe the main elements of behavior therapies,"Behavior therapists apply classical and operant conditioning principles to directly change maladaptive behavior and thoughts, emphasizing behavior change over deep insight.",481
267,15,Therapies,15.2,Behavior Therapies,15.2.2,Describe two therapies that are based on classical conditioning,"Aversion therapy pairs maladaptive behavior (e.g., smoking, drinking) with aversive events to inhibit responses. Exposure therapy (flooding, systematic desensitization, modeling) confronts feared cues to extinguish conditioned emotional responses.",481
268,15,Therapies,15.2,Behavior Therapies,15.2.3,Describe two therapies that are based on operant conditioning,"Operant methods use positive reinforcement, non-reinforcement, extinction, punishment, shaping, stimulus control, and time-out to reduce undesired responses and build constructive ones. Applications include intensive behavioral intervention (IBI) and token economies.",481
269,15,Therapies,15.3,Cognitive and Humanistic Therapies,15.3.1,Describe the main elements of cognitive therapies,"Cognitive therapies target distorted thinking and teach coping skills. Beck’s therapy addresses selective perception, overgeneralization, and all-or-nothing thinking; CBT integrates cognitive and behavioral methods; REBT trains clients to identify and challenge irrational beliefs.",487
270,15,Therapies,15.3,Cognitive and Humanistic Therapies,15.3.2,Describe the main elements of humanistic therapies,"Humanistic therapies are insight-oriented approaches that help clients gain deeper understanding of their thoughts, emotions, and behaviors.",487
271,15,Therapies,15.3,Cognitive and Humanistic Therapies,15.3.3,Describe three humanistic therapies,"Client-centered therapy uses unconditional positive regard, empathy, authenticity, and reflection to foster growth; existential therapy emphasizes choice, free will, and responsibility; Gestalt therapy builds immediate awareness and integrates thinking, feeling, and acting to break emotional blockages.",487
272,15,Therapies,15.4,Medical Therapies,15.4.1,Name three medical therapies,"Pharmacotherapy (medications), brain stimulation therapy (e.g., electroconvulsive therapy), and psychosurgery.",491
273,15,Therapies,15.4,Medical Therapies,15.4.2,Explain how hospitalization and community mental health programs can be used to support medical therapies,"Hospitalization (including partial hospitalization) provides a protected setting for treatment. Community mental health centers seek to avoid/minimize hospitalization and prevent problems via education, consultation, and crisis intervention.",491
274,15,Therapies,15.5,Psychology and Your Skill Set: Managing Mental Health Issues,15.5.1,Create a plan that will allow you to provide effective help to someone who is experiencing mental health issues,Help by practicing active listening; reflecting thoughts and feelings; welcoming silence; asking open-ended questions; clarifying problems; focusing on feelings; avoiding advice; accepting their frame of reference; and maintaining their confidence.,496
275,15,Therapies,15.5,Psychology and Your Skill Set: Managing Mental Health Issues,15.5.2,Create a plan that will allow you to find help if you are experiencing mental health issues,"Seek help via university/community health centers, family doctors, crisis hotlines, and directories. Options include psychologists, psychiatrists, peer counselors, and self-help groups. Consider cost and qualifications alongside the therapist’s personal characteristics.",496
276,16,Social Thinking and Social Influence,16.1,The Fundamentals of Social Groups,16.1.1,"Distinguish between ingroups and outgroups, and define ingroup favoritism","An ingroup is any group to which you feel you belong; an outgroup is one to which you do not belong. Ingroup favoritism (ingroup bias) is the tendency to act in ways that benefit one’s ingroup, sometimes at the outgroup’s expense.",504
277,16,Social Thinking and Social Influence,16.1,The Fundamentals of Social Groups,16.1.2,"Define what is meant by the terms group structure, group cohesiveness, norms, social roles, social status, and social power","Group structure is the organization of roles, communication paths, and power. Group cohesiveness is attraction among members. Norms are standards of conduct. Social roles specify positions and expected behavior patterns. Social status is the respect/admiration others confer. Social power is the capacity to control members’ behavior.",504
278,16,Social Thinking and Social Influence,16.1,The Fundamentals of Social Groups,16.1.3,Explain how social comparisons are typically carried out,We evaluate our characteristics and abilities by comparing ourselves with others—ideally similar others. Downward comparison serves self-enhancement or protection; upward comparison can motivate self-improvement.,504
279,16,Social Thinking and Social Influence,16.1,The Fundamentals of Social Groups,16.1.4,"Discriminate between internal and external attributions, and the three factors that define which type is made","Internal attributions ascribe behavior to personal traits or needs; external attributions ascribe it to situational forces. Attribution depends on consistency (across similar situations), distinctiveness (across different situations), and consensus (how others respond in the same situation).",504
280,16,Social Thinking and Social Influence,16.1,The Fundamentals of Social Groups,16.1.5,Contrast the fundamental attribution error and the actor–observer bias,The fundamental attribution error is the tendency to explain others’ actions by internal causes. The actor–observer bias is our tendency to attribute others’ behavior to internal causes but our own to external circumstances.,504
281,16,Social Thinking and Social Influence,16.2,Attitudes,16.2.1,"Define the term attitude, and outline four ways in which attitudes are formed","Attitudes are learned dispositions with belief, emotion, and action components. They form via direct contact, chance conditioning, interaction with others, and media influences.",509
282,16,Social Thinking and Social Influence,16.2,Attitudes,16.2.2,Describe three ways to measure attitudes,"Common measures include open-ended interviews, social distance scales, and attitude scales. Expressed attitudes do not always predict actual behavior.",509
283,16,Social Thinking and Social Influence,16.2,Attitudes,16.2.3,Outline two factors that may prompt people to change their attitudes,Attitudes can shift through exposure to an identified reference group and through the tension produced by cognitive dissonance.,509
284,16,Social Thinking and Social Influence,16.2,Attitudes,16.2.4,Define cognitive dissonance and outline six ways to minimize dissonance between our beliefs and behaviors,"Cognitive dissonance is conflict among attitudes or between beliefs and behavior. It can be reduced by changing behavior, changing beliefs, downplaying dissonant cognitions, focusing on consonant thoughts, reducing perceived choice, or attributing the mismatch to external causes.",509
285,16,Social Thinking and Social Influence,16.3,Social Influence,16.3.1,"Distinguish between mere presence, conformity, compliance, obedience, and coercion as methods of social influence","Social influence ranges from the mere presence of others, to conformity (aligning with norms), compliance (agreeing to requests), obedience (yielding to authority), and coercion (forced change against one’s will).",513
286,16,Social Thinking and Social Influence,16.3,Social Influence,16.3.2,Explain how the mere presence of others can influence behavior,"Others’ presence can facilitate or impair performance depending on confidence and task demands, and can produce social loafing—reduced effort on group tasks.",513
287,16,Social Thinking and Social Influence,16.3,Social Influence,16.3.3,"Describe the reasons why people conform, and the conditions under which conformity is most likely","People conform for information (uncertainty) and acceptance (belonging). Conformity increases with certain traits (need for structure, anxiety, approval seeking, low self-confidence), collectivist cultures, important group membership, larger group size/majority, and unanimity.",513
288,16,Social Thinking and Social Influence,16.3,Social Influence,16.3.4,Outline the three factors that impact the persuasiveness of messages intended to elicit compliance,"Persuasion depends on communicator (likable, credible), message (clear, repeated, emotion—especially fear—with conclusions), and audience (motivation and ability to think about the message).",513
289,16,Social Thinking and Social Influence,16.3,Social Influence,16.3.5,"Compare the foot-in-the-door, door-in-the-face, lowball, and nudge techniques as methods of gaining compliance","Foot-in-the-door: small request first, then larger. Door-in-the-face: large request refused, then smaller accepted. Lowball: secure commitment, then reveal less favorable terms. Nudge: gentle choice-architecture pushes toward desired action.",513
290,16,Social Thinking and Social Influence,16.3,Social Influence,16.3.6,Explain what we can learn about obedience from Stanley Milgram’s studies,Obedience is more likely when people identify with authority and see themselves as part of the authority’s ingroup; it is not uniformly “blind” but context dependent.,513
291,16,Social Thinking and Social Influence,16.3,Social Influence,16.3.7,Describe how captivity facilitates the brainwashing techniques that are used in coercion,"Captivity grants captors environmental control, enabling sustained manipulation and coercive techniques that aren’t feasible under normal conditions.",513
292,16,Social Thinking and Social Influence,16.3,Social Influence,16.3.8,Describe three strategies that facilitate self-assertion,"Rehearse desired actions, role-play with a partner, and overlearn responses so they can be executed confidently under pressure.",513
293,16,Social Thinking and Social Influence,16.4,Psychology and Your Skill Set: Teamwork,16.4.1,Create a plan that will allow you to improve your teamwork skills,"Establish ground rules, ensure inclusive participation, share information broadly, and model the collaborative behaviors you want others to adopt when working with diverse teammates.",522
294,17,Prosocial and Antisocial Behavior,17.1,Affiliation and Attraction,17.1.1,Provide three reasons that explain why humans seek to affiliate with others,"Affiliation serves social comparison and anxiety reduction needs and fulfills the desire to get and give approval, support, friendship, and love.",530
295,17,Prosocial and Antisocial Behavior,17.1,Affiliation and Attraction,17.1.2,Describe four factors that influence our attraction to others,"Attraction is shaped by familiarity (proximity, frequent contact), similarity (e.g., background, age, sex, attitudes), physical attractiveness, and reciprocity (responding in kind).",530
296,17,Prosocial and Antisocial Behavior,17.1,Affiliation and Attraction,17.1.3,"Describe how relationships deepen, making reference to self-disclosure and social exchange theory",Relationships deepen via reciprocal self-disclosure (too much too soon inhibits disclosure) and are maintained when perceived rewards exceed perceived costs (social exchange theory).,530
297,17,Prosocial and Antisocial Behavior,17.1,Affiliation and Attraction,17.1.4,Explain the fundamental ideas behind Sternberg’s triangular theory of love,Romantic love = intimacy + passion; fatuous love = passion + commitment; companionate love = intimacy + commitment; consummate love (intimacy + passion + commitment) is the most complete form.,530
298,17,Prosocial and Antisocial Behavior,17.1,Affiliation and Attraction,17.1.5,Name and describe the three types of adult attachment,"Adult attachment patterns mirror infancy: secure (trust, ease with closeness), avoidant (suspicious, doubt reliability), and ambivalent (desire closeness yet worry about abandonment).",530
299,17,Prosocial and Antisocial Behavior,17.1,Affiliation and Attraction,17.1.6,Describe how evolutionary forces shape men’s and women’s preferences for mates,Evolutionary psychology ties mating preferences to differing reproductive challenges faced by men and women over evolutionary history.,530
300,17,Prosocial and Antisocial Behavior,17.2,Prosocial Behavior: Helping Others,17.2.1,"Define prosocial behavior, and outline three motives that can promote it","Prosocial behaviors benefit others; they can be motivated by evolutionary forces, self-oriented motives, and other-oriented motives.",535
301,17,Prosocial and Antisocial Behavior,17.2,Prosocial Behavior: Helping Others,17.2.2,Distinguish between prosocial behavior and altruism,Altruism is a subset of prosocial behavior primarily driven by other-oriented motives (helping for others’ sake).,535
302,17,Prosocial and Antisocial Behavior,17.2,Prosocial Behavior: Helping Others,17.2.3,Describe three factors that influence helping,"Helping depends on characteristics of the person needing help, characteristics of the helper, and characteristics of the situation.",535
303,17,Prosocial and Antisocial Behavior,17.2,Prosocial Behavior: Helping Others,17.2.4,Describe the three components of empathy and distinguish empathy from sympathy (or compassion) and personal distress,"Empathy includes affective, cognitive, and behavioral components. Empathy involves feeling the same emotion as the victim; sympathy/compassion reflects concern for the victim; personal distress is self-focused aversive arousal.",535
304,17,Prosocial and Antisocial Behavior,17.2,Prosocial Behavior: Helping Others,17.2.5,"Explain what is meant by the term bystander apathy, and the three decision points that are relevant in determining whether bystanders will assist others in need","Bystander apathy is reduced helping in others’ presence. Aid is more likely if people (1) notice, (2) define the situation as an emergency, and (3) take responsibility/select a course of action.",535
305,17,Prosocial and Antisocial Behavior,17.3,"Antisocial Behavior: Aggression, Conflict, and Prejudice",17.3.1,"Distinguish between antisocial behavior and aggression, including the difference between direct aggression and indirect aggression","Antisocial behavior violates norms/others’ rights and may or may not be aggressive. Aggression harms others: direct (verbal/physical attacks) vs. indirect (damaging reputations, social standing, friendships, self-esteem).",540
306,17,Prosocial and Antisocial Behavior,17.3,"Antisocial Behavior: Aggression, Conflict, and Prejudice",17.3.2,Outline three potential causes of aggression,"Causes include biology (brain mechanisms, physical factors lowering thresholds), frustration (arousal + sensitivity to cues), and social learning (modeled aggression).",540
307,17,Prosocial and Antisocial Behavior,17.3,"Antisocial Behavior: Aggression, Conflict, and Prejudice",17.3.3,"Describe some of the ways that aggression can be minimized, at both the societal and individual levels","Societal: reduce exposure to violence, increase exposure to prosocial models. Individual: strengthen self-regulation, use problem-focused coping, and make more charitable attributions.",540
308,17,Prosocial and Antisocial Behavior,17.3,"Antisocial Behavior: Aggression, Conflict, and Prejudice",17.3.4,Name the three components of prejudiced attitudes,"Affective (emotional), cognitive (stereotypes), and behavioral (discrimination) components.",540
309,17,Prosocial and Antisocial Behavior,17.3,"Antisocial Behavior: Aggression, Conflict, and Prejudice",17.3.5,Discriminate between explicit and implicit prejudice,Explicit prejudice is conscious and openly expressed; implicit prejudice consists of attitudes outside awareness.,540
310,17,Prosocial and Antisocial Behavior,17.3,"Antisocial Behavior: Aggression, Conflict, and Prejudice",17.3.6,Name four factors that are associated with greater levels of prejudice,"Higher frustration, social learning, stronger endorsement of authoritarian beliefs, and dehumanization.",540
311,17,Prosocial and Antisocial Behavior,17.3,"Antisocial Behavior: Aggression, Conflict, and Prejudice",17.3.7,Outline some of the consequences experienced by victims of prejudice,"Barriers to desired outcomes (e.g., housing, jobs), racial profiling, mental/physical health harms, and vulnerability to stereotype threat.",540
312,17,Prosocial and Antisocial Behavior,17.3,"Antisocial Behavior: Aggression, Conflict, and Prejudice",17.3.8,Describe three ways that prejudice can be reduced,"Equal-status contact, pursuit of superordinate goals, and direct instruction (e.g., diversity training).",540
313,17,Prosocial and Antisocial Behavior,17.4,Psychology and Your Skill Set: Diversity and Inclusion,17.4.1,Create a plan that will allow you to foster improved relationships with diverse others,"Seek individuating information, avoid just-world beliefs, guard against self-fulfilling prophecies, highlight commonalities, model inclusive behavior, and remember that “different” ≠ “inferior.”",549
314,18,Applied Psychology,18.1,Industrial/Organizational Psychology,18.1.1,Explain the role of industrial/organizational psychologists,"Industrial/organizational psychologists enhance quality of work and job satisfaction by studying such topics as organizational structures and culture, personnel issues (e.g., hiring and performance evaluation), and effective leadership.",556
315,18,Applied Psychology,18.1,Industrial/Organizational Psychology,18.1.2,"Define organizational culture, and how it is impacted by hostility in the workplace","Organizational culture refers to the beliefs and values that characterize an organization. It is compromised by hostile actions such as “desk rage” and harassment, which can stem from personality traits (such as hostility and paranoia), job-related stresses (such as feeling that one has been treated unfairly), perceived threats to one’s self-esteem, work-related conflicts with others, and economic pressures that organizations face.",556
316,18,Applied Psychology,18.1,Industrial/Organizational Psychology,18.1.3,Describe how personnel psychologists work to ensure a good fit between people and jobs,"To match people with jobs, personnel psychologists combine job analysis with selection procedures, such as gathering biodata, interviewing, giving standardized psychological tests (including intelligence tests and personality tests), and using assessment centers.",556
317,18,Applied Psychology,18.1,Industrial/Organizational Psychology,18.1.4,Outline two ways in which job satisfaction can be promoted,"Job satisfaction influences productivity, absenteeism, morale, employee turnover, and other factors that affect business efficiency. Two factors that promote job satisfaction are good relationships with coworkers and a good fit between work and a person’s interests, abilities, needs, and expectations. Job enrichment and flexible working conditions often improve the fit between work and people’s needs and expectations, and consequently enhance job satisfaction.",556
318,18,Applied Psychology,18.1,Industrial/Organizational Psychology,18.1.5,"Distinguish between Theory X, Theory Y, and transformational leadership","Theory X leadership (scientific management) is mostly concerned with work efficiency, and assumes that workers have little motivation, other than wages to meet basic needs, to complete their work. Theory Y leadership (human relations approach) emphasizes psychological efficiency and assumes that people have some intrinsic motivation to work because the job meets their higher-level needs for personal growth. Transformational leadership seeks to “transform” workers to exceed expectations and look beyond their own self-interests to help the organization compete. Theory Y and transformational methods include shared leadership (participative management), management by objectives, self-managed teams, and quality circles.",556
319,18,Applied Psychology,18.2,Environmental Psychology,18.2.1,Explain the role of environmental psychologists,"Environmental psychologists are interested in the relationship between people and the environment (both physical and social environments), including environmental influences on human behavior and vice versa.",563
320,18,Applied Psychology,18.2,Environmental Psychology,18.2.2,"Explain how crowding, overstimulation, and noise affect human behavior, and how these environmental stressors can be managed","Environmental problems such as crowding, overstimulation, and noise are major sources of urban stress. Animal experiments indicate that excessive crowding can be unhealthy. However, human research shows that psychological feelings of crowding do not always correspond to density. Overstimulation (attentional overload) and noise make excessive demands on attention, and can have effects on health (e.g., blood pressure), and psychological variables (e.g., persistence, learned helplessness) as well as skills (reading). In terms of managing these environmental stressors, environmental and architectural psychologists often begin with a careful environmental assessment that allows them to make alterations to interior and exterior spaces that minimize negative effects.",563
321,18,Applied Psychology,18.2,Environmental Psychology,18.2.3,"Describe some of the sources of environmental damage, including social dilemmas","Damage to the environment is often caused by governments and corporations, but a great deal of damage is also caused by individuals. In particular, social dilemmas, such as the tragedy of the commons, arise when individuals are enticed into overuse of scarce, shared resources, leading to a reduction in the availability of that resource, or its degradation. In this way, individual consumption has an important influence on the group as a whole.",563
322,18,Applied Psychology,18.2,Environmental Psychology,18.2.4,Outline four solutions that have been put forward to minimize environmental damage,"First, it helps if conservation is seen as a group effort. Second, it may be useful to rearrange rewards and costs, such as levying taxes, offering incentives, and removing barriers to environmentally friendly behavior. Third, people can consider persuasive advertising campaigns and initiatives that are based on self-interest (cost savings), the collective good (protecting one’s own children and future generations), or intrinsic motivation to take better care of the planet. Fourth, feedback about people’s efforts should be included in any environmental initiative.",563
323,18,Applied Psychology,18.3,"Legal, Community, and Sports Psychology",18.3.1,"Explain the role of legal, community, and sports psychologists","Legal psychologists apply psychological science to the legal system and investigate the relationship between people and the law. Community psychologists focus on communities rather than individuals, particularly the health of groups such as organizations, neighborhoods, and societies. Sports psychologists seek to enhance sports performance and the benefits of sports participation.",570
324,18,Applied Psychology,18.3,"Legal, Community, and Sports Psychology",18.3.2,Outline four techniques that may be used in scientific jury selection,"In scientific jury selection, jurors’ demographic information (e.g., age, sex, race, occupation, education, political affiliation, religion) can be helpful in predicting their behavior during a court trial. A second technique is to carry out a community survey to find out how local citizens feel about the case. Third, psychologists watch for authoritarian personality traits in potential jurors. A fourth strategy is to observe potential jurors’ nonverbal behavior.",570
325,18,Applied Psychology,18.3,"Legal, Community, and Sports Psychology",18.3.3,Describe four factors that impair jurors’ ability to reach an impartial verdict,"Research from mock juries shows that jury decisions are far from impartial. Four challenges to reaching a fair verdict include the fact that jurors are rarely able to put aside their biases, attitudes, and values while making a decision, they are not very good at separating evidence from their perceptions of the people involved in the trial, they tend to inappropriately incorporate information from pretrial publicity into their deliberations, and they usually cannot suspend judgment until all the evidence is presented.",570
326,18,Applied Psychology,18.3,"Legal, Community, and Sports Psychology",18.3.4,Explain the central ideas that underlie community psychology,"Community psychologists emphasize the cultural, economic, environmental, and political forces that shape our health. A community psychology approach to health empowers people to bring about the changes that they want to see, rather than waiting for experts to step in and help. Community psychology emphasizes the need to be proactive in preventing health problems rather than trying to manage them after-the-fact.",570
327,18,Applied Psychology,18.3,"Legal, Community, and Sports Psychology",18.3.5,Explain what sports psychologists have learned about the development of motor skills and achieving peak performance,"A motor skill is a nonverbal response chain assembled into a smooth performance. Motor skills are guided by internal mental models called motor programs. Motor skills are refined by observing and imitating a skilled model, learning verbal rules to back up motor learning, practicing under lifelike conditions, getting feedback (from a mirror, videotape, coach, or observer), practicing natural units rather than breaking the task into artificial parts, and engaging in mental practice (imagining a skilled performance). Peak performance is more likely when athletes go through a fixed routine before each event, use imagery and relaxation techniques to optimize arousal, use cognitive-behavioral strategies to guide their efforts in a supportive, positive way, and use self-regulation strategies to evaluate performance and make adjustments to keep it at optimum levels.",570
328,18,Applied Psychology,18.4,Psychology and Your Skill Set: Career Preparation,18.4.1,Create a plan that will allow you to begin the process of preparing for a rewarding career,"Begin the process of researching careers early in your degree, making use of resources such as your campus career services office, career-related sites on the Internet, and informational interviewing. Determine the skills that are necessary for jobs that interest you and assess yourself on these skills. If you believe that you need to develop any of them further to make yourself competitive, consider what types of experiences would help you to do so. Begin to document your skills by building a portfolio or e-portfolio. Manage your digital footprint carefully. Remove any web-based material about you that you would not want a potential employer to find, and work to create digital content that is professional (e.g., LinkedIn profile, e-portfolio).",575
